"","Country","Gender","Answer","number","Question","Area"
"1592","Peru","Male","ST29Q04",2917,"ST29Q04","Math Interest"
"1593","Poland","Female","ST29Q04",2388,"ST29Q04","Math Interest"
"1594","Poland","Male","ST29Q04",2219,"ST29Q04","Math Interest"
"1595","Portugal","Female","ST29Q04",2853,"ST29Q04","Math Interest"
"1596","Portugal","Male","ST29Q04",2869,"ST29Q04","Math Interest"
"1597","Qatar","Female","ST29Q04",5305,"ST29Q04","Math Interest"
"1598","Qatar","Male","ST29Q04",5661,"ST29Q04","Math Interest"
"1599","Romania","Female","ST29Q04",2572,"ST29Q04","Math Interest"
"1600","Romania","Male","ST29Q04",2502,"ST29Q04","Math Interest"
"1601","Russian Federation","Female","ST29Q04",2614,"ST29Q04","Math Interest"
"1602","Russian Federation","Male","ST29Q04",2617,"ST29Q04","Math Interest"
"1603","Serbia","Female","ST29Q04",2368,"ST29Q04","Math Interest"
"1604","Serbia","Male","ST29Q04",2316,"ST29Q04","Math Interest"
"1605","Singapore","Female","ST29Q04",2752,"ST29Q04","Math Interest"
"1606","Singapore","Male","ST29Q04",2794,"ST29Q04","Math Interest"
"1607","Slovak Republic","Female","ST29Q04",2231,"ST29Q04","Math Interest"
"1608","Slovak Republic","Male","ST29Q04",2447,"ST29Q04","Math Interest"
"1609","Slovenia","Female","ST29Q04",2699,"ST29Q04","Math Interest"
"1610","Slovenia","Male","ST29Q04",3212,"ST29Q04","Math Interest"
"1611","Spain","Female","ST29Q04",12690,"ST29Q04","Math Interest"
"1612","Spain","Male","ST29Q04",12623,"ST29Q04","Math Interest"
"1613","Sweden","Female","ST29Q04",2378,"ST29Q04","Math Interest"
"1614","Sweden","Male","ST29Q04",2358,"ST29Q04","Math Interest"
"1615","Switzerland","Female","ST29Q04",5579,"ST29Q04","Math Interest"
"1616","Switzerland","Male","ST29Q04",5650,"ST29Q04","Math Interest"
"1617","Thailand","Female","ST29Q04",3736,"ST29Q04","Math Interest"
"1618","Thailand","Male","ST29Q04",2870,"ST29Q04","Math Interest"
"1619","Tunisia","Female","ST29Q04",2390,"ST29Q04","Math Interest"
"1620","Tunisia","Male","ST29Q04",2017,"ST29Q04","Math Interest"
"1621","Turkey","Female","ST29Q04",2370,"ST29Q04","Math Interest"
"1622","Turkey","Male","ST29Q04",2478,"ST29Q04","Math Interest"
"1623","United Arab Emirates","Female","ST29Q04",5792,"ST29Q04","Math Interest"
"1624","United Arab Emirates","Male","ST29Q04",5708,"ST29Q04","Math Interest"
"1625","United Kingdom","Female","ST29Q04",6308,"ST29Q04","Math Interest"
"1626","United Kingdom","Male","ST29Q04",6351,"ST29Q04","Math Interest"
"1627","United States of America","Female","ST29Q04",2453,"ST29Q04","Math Interest"
"1628","United States of America","Male","ST29Q04",2525,"ST29Q04","Math Interest"
"1629","Uruguay","Female","ST29Q04",2826,"ST29Q04","Math Interest"
"1630","Uruguay","Male","ST29Q04",2489,"ST29Q04","Math Interest"
"1631","Vietnam","Female","ST29Q04",2648,"ST29Q04","Math Interest"
"1632","Vietnam","Male","ST29Q04",2311,"ST29Q04","Math Interest"
"1633","Albania","Female","ST29Q06",2416,"ST29Q06","Math Interest"
"1634","Albania","Male","ST29Q06",2327,"ST29Q06","Math Interest"
"1635","Argentina","Female","ST29Q06",3113,"ST29Q06","Math Interest"
"1636","Argentina","Male","ST29Q06",2795,"ST29Q06","Math Interest"
"1637","Australia","Female","ST29Q06",7075,"ST29Q06","Math Interest"
"1638","Australia","Male","ST29Q06",7406,"ST29Q06","Math Interest"
"1639","Austria","Female","ST29Q06",2357,"ST29Q06","Math Interest"
"1640","Austria","Male","ST29Q06",2398,"ST29Q06","Math Interest"
"1641","Belgium","Female","ST29Q06",4287,"ST29Q06","Math Interest"
"1642","Belgium","Male","ST29Q06",4310,"ST29Q06","Math Interest"
"1643","Brazil","Female","ST29Q06",10175,"ST29Q06","Math Interest"
"1644","Brazil","Male","ST29Q06",9029,"ST29Q06","Math Interest"
"1645","Bulgaria","Female","ST29Q06",2578,"ST29Q06","Math Interest"
"1646","Bulgaria","Male","ST29Q06",2704,"ST29Q06","Math Interest"
"1647","Canada","Female","ST29Q06",10943,"ST29Q06","Math Interest"
"1648","Canada","Male","ST29Q06",10601,"ST29Q06","Math Interest"
"1649","Chile","Female","ST29Q06",3512,"ST29Q06","Math Interest"
"1650","Chile","Male","ST29Q06",3344,"ST29Q06","Math Interest"
"1651","China-Shanghai","Female","ST29Q06",2637,"ST29Q06","Math Interest"
"1652","China-Shanghai","Male","ST29Q06",2540,"ST29Q06","Math Interest"
"1653","Chinese Taipei","Female","ST29Q06",3111,"ST29Q06","Math Interest"
"1654","Chinese Taipei","Male","ST29Q06",2935,"ST29Q06","Math Interest"
"1655","Colombia","Female","ST29Q06",4807,"ST29Q06","Math Interest"
"1656","Colombia","Male","ST29Q06",4266,"ST29Q06","Math Interest"
"1657","Connecticut (USA)","Female","ST29Q06",845,"ST29Q06","Math Interest"
"1658","Connecticut (USA)","Male","ST29Q06",852,"ST29Q06","Math Interest"
"1659","Costa Rica","Female","ST29Q06",2460,"ST29Q06","Math Interest"
"1660","Costa Rica","Male","ST29Q06",2142,"ST29Q06","Math Interest"
"1661","Croatia","Female","ST29Q06",2480,"ST29Q06","Math Interest"
"1662","Croatia","Male","ST29Q06",2528,"ST29Q06","Math Interest"
"1663","Czech Republic","Female","ST29Q06",2680,"ST29Q06","Math Interest"
"1664","Czech Republic","Male","ST29Q06",2647,"ST29Q06","Math Interest"
"1665","Denmark","Female","ST29Q06",3777,"ST29Q06","Math Interest"
"1666","Denmark","Male","ST29Q06",3704,"ST29Q06","Math Interest"
"1667","Estonia","Female","ST29Q06",2409,"ST29Q06","Math Interest"
"1668","Estonia","Male","ST29Q06",2370,"ST29Q06","Math Interest"
"1669","Finland","Female","ST29Q06",4370,"ST29Q06","Math Interest"
"1670","Finland","Male","ST29Q06",4459,"ST29Q06","Math Interest"
"1671","Florida (USA)","Female","ST29Q06",952,"ST29Q06","Math Interest"
"1672","Florida (USA)","Male","ST29Q06",944,"ST29Q06","Math Interest"
"1673","France","Female","ST29Q06",2375,"ST29Q06","Math Interest"
"1674","France","Male","ST29Q06",2238,"ST29Q06","Math Interest"
"1675","Germany","Female","ST29Q06",2462,"ST29Q06","Math Interest"
"1676","Germany","Male","ST29Q06",2539,"ST29Q06","Math Interest"
"1677","Greece","Female","ST29Q06",2576,"ST29Q06","Math Interest"
"1678","Greece","Male","ST29Q06",2549,"ST29Q06","Math Interest"
"1679","Hong Kong-China","Female","ST29Q06",2161,"ST29Q06","Math Interest"
"1680","Hong Kong-China","Male","ST29Q06",2509,"ST29Q06","Math Interest"
"1681","Hungary","Female","ST29Q06",2529,"ST29Q06","Math Interest"
"1682","Hungary","Male","ST29Q06",2281,"ST29Q06","Math Interest"
"1683","Iceland","Female","ST29Q06",1739,"ST29Q06","Math Interest"
"1684","Iceland","Male","ST29Q06",1769,"ST29Q06","Math Interest"
"1685","Indonesia","Female","ST29Q06",2860,"ST29Q06","Math Interest"
"1686","Indonesia","Male","ST29Q06",2762,"ST29Q06","Math Interest"
"1687","Ireland","Female","ST29Q06",2545,"ST29Q06","Math Interest"
"1688","Ireland","Male","ST29Q06",2471,"ST29Q06","Math Interest"
"1689","Israel","Female","ST29Q06",2825,"ST29Q06","Math Interest"
"1690","Israel","Male","ST29Q06",2230,"ST29Q06","Math Interest"
"1691","Italy","Female","ST29Q06",15243,"ST29Q06","Math Interest"
"1692","Italy","Male","ST29Q06",15830,"ST29Q06","Math Interest"
"1693","Japan","Female","ST29Q06",3021,"ST29Q06","Math Interest"
"1694","Japan","Male","ST29Q06",3330,"ST29Q06","Math Interest"
"1695","Jordan","Female","ST29Q06",3615,"ST29Q06","Math Interest"
"1696","Jordan","Male","ST29Q06",3423,"ST29Q06","Math Interest"
"1697","Kazakhstan","Female","ST29Q06",2931,"ST29Q06","Math Interest"
"1698","Kazakhstan","Male","ST29Q06",2877,"ST29Q06","Math Interest"
"1699","Korea","Female","ST29Q06",2342,"ST29Q06","Math Interest"
"1700","Korea","Male","ST29Q06",2691,"ST29Q06","Math Interest"
"1701","Latvia","Female","ST29Q06",2188,"ST29Q06","Math Interest"
"1702","Latvia","Male","ST29Q06",2118,"ST29Q06","Math Interest"
"1703","Liechtenstein","Female","ST29Q06",138,"ST29Q06","Math Interest"
"1704","Liechtenstein","Male","ST29Q06",155,"ST29Q06","Math Interest"
"1705","Lithuania","Female","ST29Q06",2283,"ST29Q06","Math Interest"
"1706","Lithuania","Male","ST29Q06",2335,"ST29Q06","Math Interest"
"1707","Luxembourg","Female","ST29Q06",2581,"ST29Q06","Math Interest"
"1708","Luxembourg","Male","ST29Q06",2677,"ST29Q06","Math Interest"
"1709","Macao-China","Female","ST29Q06",2604,"ST29Q06","Math Interest"
"1710","Macao-China","Male","ST29Q06",2731,"ST29Q06","Math Interest"
"1711","Malaysia","Female","ST29Q06",2745,"ST29Q06","Math Interest"
"1712","Malaysia","Male","ST29Q06",2452,"ST29Q06","Math Interest"
"1713","Massachusetts (USA)","Female","ST29Q06",892,"ST29Q06","Math Interest"
"1714","Massachusetts (USA)","Male","ST29Q06",831,"ST29Q06","Math Interest"
"1715","Mexico","Female","ST29Q06",17553,"ST29Q06","Math Interest"
"1716","Mexico","Male","ST29Q06",16253,"ST29Q06","Math Interest"
"1717","Montenegro","Female","ST29Q06",2373,"ST29Q06","Math Interest"
"1718","Montenegro","Male","ST29Q06",2371,"ST29Q06","Math Interest"
"1719","Netherlands","Female","ST29Q06",2145,"ST29Q06","Math Interest"
"1720","Netherlands","Male","ST29Q06",2315,"ST29Q06","Math Interest"
"1721","New Zealand","Female","ST29Q06",2131,"ST29Q06","Math Interest"
"1722","New Zealand","Male","ST29Q06",2160,"ST29Q06","Math Interest"
"1723","Norway","Female","ST29Q06",2291,"ST29Q06","Math Interest"
"1724","Norway","Male","ST29Q06",2395,"ST29Q06","Math Interest"
"1725","Perm(Russian Federation)","Female","ST29Q06",862,"ST29Q06","Math Interest"
"1726","Perm(Russian Federation)","Male","ST29Q06",899,"ST29Q06","Math Interest"
"1727","Peru","Female","ST29Q06",3118,"ST29Q06","Math Interest"
"1728","Peru","Male","ST29Q06",2917,"ST29Q06","Math Interest"
"1729","Poland","Female","ST29Q06",2388,"ST29Q06","Math Interest"
"1730","Poland","Male","ST29Q06",2219,"ST29Q06","Math Interest"
"1731","Portugal","Female","ST29Q06",2853,"ST29Q06","Math Interest"
"1732","Portugal","Male","ST29Q06",2869,"ST29Q06","Math Interest"
"1733","Qatar","Female","ST29Q06",5305,"ST29Q06","Math Interest"
"1734","Qatar","Male","ST29Q06",5661,"ST29Q06","Math Interest"
"1735","Romania","Female","ST29Q06",2572,"ST29Q06","Math Interest"
"1736","Romania","Male","ST29Q06",2502,"ST29Q06","Math Interest"
"1737","Russian Federation","Female","ST29Q06",2614,"ST29Q06","Math Interest"
"1738","Russian Federation","Male","ST29Q06",2617,"ST29Q06","Math Interest"
"1739","Serbia","Female","ST29Q06",2368,"ST29Q06","Math Interest"
"1740","Serbia","Male","ST29Q06",2316,"ST29Q06","Math Interest"
"1741","Singapore","Female","ST29Q06",2752,"ST29Q06","Math Interest"
"1742","Singapore","Male","ST29Q06",2794,"ST29Q06","Math Interest"
"1743","Slovak Republic","Female","ST29Q06",2231,"ST29Q06","Math Interest"
"1744","Slovak Republic","Male","ST29Q06",2447,"ST29Q06","Math Interest"
"1745","Slovenia","Female","ST29Q06",2699,"ST29Q06","Math Interest"
"1746","Slovenia","Male","ST29Q06",3212,"ST29Q06","Math Interest"
"1747","Spain","Female","ST29Q06",12690,"ST29Q06","Math Interest"
"1748","Spain","Male","ST29Q06",12623,"ST29Q06","Math Interest"
"1749","Sweden","Female","ST29Q06",2378,"ST29Q06","Math Interest"
"1750","Sweden","Male","ST29Q06",2358,"ST29Q06","Math Interest"
"1751","Switzerland","Female","ST29Q06",5579,"ST29Q06","Math Interest"
"1752","Switzerland","Male","ST29Q06",5650,"ST29Q06","Math Interest"
"1753","Thailand","Female","ST29Q06",3736,"ST29Q06","Math Interest"
"1754","Thailand","Male","ST29Q06",2870,"ST29Q06","Math Interest"
"1755","Tunisia","Female","ST29Q06",2390,"ST29Q06","Math Interest"
"1756","Tunisia","Male","ST29Q06",2017,"ST29Q06","Math Interest"
"1757","Turkey","Female","ST29Q06",2370,"ST29Q06","Math Interest"
"1758","Turkey","Male","ST29Q06",2478,"ST29Q06","Math Interest"
"1759","United Arab Emirates","Female","ST29Q06",5792,"ST29Q06","Math Interest"
"1760","United Arab Emirates","Male","ST29Q06",5708,"ST29Q06","Math Interest"
"1761","United Kingdom","Female","ST29Q06",6308,"ST29Q06","Math Interest"
"1762","United Kingdom","Male","ST29Q06",6351,"ST29Q06","Math Interest"
"1763","United States of America","Female","ST29Q06",2453,"ST29Q06","Math Interest"
"1764","United States of America","Male","ST29Q06",2525,"ST29Q06","Math Interest"
"1765","Uruguay","Female","ST29Q06",2826,"ST29Q06","Math Interest"
"1766","Uruguay","Male","ST29Q06",2489,"ST29Q06","Math Interest"
"1767","Vietnam","Female","ST29Q06",2648,"ST29Q06","Math Interest"
"1768","Vietnam","Male","ST29Q06",2311,"ST29Q06","Math Interest"
"1769","Albania","Female","ST42Q03",2416,"ST42Q03","Math Anxiety"
"1770","Albania","Male","ST42Q03",2327,"ST42Q03","Math Anxiety"
"1771","Argentina","Female","ST42Q03",3113,"ST42Q03","Math Anxiety"
"1772","Argentina","Male","ST42Q03",2795,"ST42Q03","Math Anxiety"
"1773","Australia","Female","ST42Q03",7075,"ST42Q03","Math Anxiety"
"1774","Australia","Male","ST42Q03",7406,"ST42Q03","Math Anxiety"
"1775","Austria","Female","ST42Q03",2357,"ST42Q03","Math Anxiety"
"1776","Austria","Male","ST42Q03",2398,"ST42Q03","Math Anxiety"
"1777","Belgium","Female","ST42Q03",4287,"ST42Q03","Math Anxiety"
"1778","Belgium","Male","ST42Q03",4310,"ST42Q03","Math Anxiety"
"1779","Brazil","Female","ST42Q03",10175,"ST42Q03","Math Anxiety"
"1780","Brazil","Male","ST42Q03",9029,"ST42Q03","Math Anxiety"
"1781","Bulgaria","Female","ST42Q03",2578,"ST42Q03","Math Anxiety"
"1782","Bulgaria","Male","ST42Q03",2704,"ST42Q03","Math Anxiety"
"1783","Canada","Female","ST42Q03",10943,"ST42Q03","Math Anxiety"
"1784","Canada","Male","ST42Q03",10601,"ST42Q03","Math Anxiety"
"1785","Chile","Female","ST42Q03",3512,"ST42Q03","Math Anxiety"
"1786","Chile","Male","ST42Q03",3344,"ST42Q03","Math Anxiety"
"1787","China-Shanghai","Female","ST42Q03",2637,"ST42Q03","Math Anxiety"
"1788","China-Shanghai","Male","ST42Q03",2540,"ST42Q03","Math Anxiety"
"1789","Chinese Taipei","Female","ST42Q03",3111,"ST42Q03","Math Anxiety"
"1790","Chinese Taipei","Male","ST42Q03",2935,"ST42Q03","Math Anxiety"
"1791","Colombia","Female","ST42Q03",4807,"ST42Q03","Math Anxiety"
"1792","Colombia","Male","ST42Q03",4266,"ST42Q03","Math Anxiety"
"1793","Connecticut (USA)","Female","ST42Q03",845,"ST42Q03","Math Anxiety"
"1794","Connecticut (USA)","Male","ST42Q03",852,"ST42Q03","Math Anxiety"
"1795","Costa Rica","Female","ST42Q03",2460,"ST42Q03","Math Anxiety"
"1796","Costa Rica","Male","ST42Q03",2142,"ST42Q03","Math Anxiety"
"1797","Croatia","Female","ST42Q03",2480,"ST42Q03","Math Anxiety"
"1798","Croatia","Male","ST42Q03",2528,"ST42Q03","Math Anxiety"
"1799","Czech Republic","Female","ST42Q03",2680,"ST42Q03","Math Anxiety"
"1800","Czech Republic","Male","ST42Q03",2647,"ST42Q03","Math Anxiety"
"1801","Denmark","Female","ST42Q03",3777,"ST42Q03","Math Anxiety"
"1802","Denmark","Male","ST42Q03",3704,"ST42Q03","Math Anxiety"
"1803","Estonia","Female","ST42Q03",2409,"ST42Q03","Math Anxiety"
"1804","Estonia","Male","ST42Q03",2370,"ST42Q03","Math Anxiety"
"1805","Finland","Female","ST42Q03",4370,"ST42Q03","Math Anxiety"
"1806","Finland","Male","ST42Q03",4459,"ST42Q03","Math Anxiety"
"1807","Florida (USA)","Female","ST42Q03",952,"ST42Q03","Math Anxiety"
"1808","Florida (USA)","Male","ST42Q03",944,"ST42Q03","Math Anxiety"
"1809","France","Female","ST42Q03",2375,"ST42Q03","Math Anxiety"
"1810","France","Male","ST42Q03",2238,"ST42Q03","Math Anxiety"
"1811","Germany","Female","ST42Q03",2462,"ST42Q03","Math Anxiety"
"1812","Germany","Male","ST42Q03",2539,"ST42Q03","Math Anxiety"
"1813","Greece","Female","ST42Q03",2576,"ST42Q03","Math Anxiety"
"1814","Greece","Male","ST42Q03",2549,"ST42Q03","Math Anxiety"
"1815","Hong Kong-China","Female","ST42Q03",2161,"ST42Q03","Math Anxiety"
"1816","Hong Kong-China","Male","ST42Q03",2509,"ST42Q03","Math Anxiety"
"1817","Hungary","Female","ST42Q03",2529,"ST42Q03","Math Anxiety"
"1818","Hungary","Male","ST42Q03",2281,"ST42Q03","Math Anxiety"
"1819","Iceland","Female","ST42Q03",1739,"ST42Q03","Math Anxiety"
"1820","Iceland","Male","ST42Q03",1769,"ST42Q03","Math Anxiety"
"1821","Indonesia","Female","ST42Q03",2860,"ST42Q03","Math Anxiety"
"1822","Indonesia","Male","ST42Q03",2762,"ST42Q03","Math Anxiety"
"1823","Ireland","Female","ST42Q03",2545,"ST42Q03","Math Anxiety"
"1824","Ireland","Male","ST42Q03",2471,"ST42Q03","Math Anxiety"
"1825","Israel","Female","ST42Q03",2825,"ST42Q03","Math Anxiety"
"1826","Israel","Male","ST42Q03",2230,"ST42Q03","Math Anxiety"
"1827","Italy","Female","ST42Q03",15243,"ST42Q03","Math Anxiety"
"1828","Italy","Male","ST42Q03",15830,"ST42Q03","Math Anxiety"
"1829","Japan","Female","ST42Q03",3021,"ST42Q03","Math Anxiety"
"1830","Japan","Male","ST42Q03",3330,"ST42Q03","Math Anxiety"
"1831","Jordan","Female","ST42Q03",3615,"ST42Q03","Math Anxiety"
"1832","Jordan","Male","ST42Q03",3423,"ST42Q03","Math Anxiety"
"1833","Kazakhstan","Female","ST42Q03",2931,"ST42Q03","Math Anxiety"
"1834","Kazakhstan","Male","ST42Q03",2877,"ST42Q03","Math Anxiety"
"1835","Korea","Female","ST42Q03",2342,"ST42Q03","Math Anxiety"
"1836","Korea","Male","ST42Q03",2691,"ST42Q03","Math Anxiety"
"1837","Latvia","Female","ST42Q03",2188,"ST42Q03","Math Anxiety"
"1838","Latvia","Male","ST42Q03",2118,"ST42Q03","Math Anxiety"
"1839","Liechtenstein","Female","ST42Q03",138,"ST42Q03","Math Anxiety"
"1840","Liechtenstein","Male","ST42Q03",155,"ST42Q03","Math Anxiety"
"1841","Lithuania","Female","ST42Q03",2283,"ST42Q03","Math Anxiety"
"1842","Lithuania","Male","ST42Q03",2335,"ST42Q03","Math Anxiety"
"1843","Luxembourg","Female","ST42Q03",2581,"ST42Q03","Math Anxiety"
"1844","Luxembourg","Male","ST42Q03",2677,"ST42Q03","Math Anxiety"
"1845","Macao-China","Female","ST42Q03",2604,"ST42Q03","Math Anxiety"
"1846","Macao-China","Male","ST42Q03",2731,"ST42Q03","Math Anxiety"
"1847","Malaysia","Female","ST42Q03",2745,"ST42Q03","Math Anxiety"
"1848","Malaysia","Male","ST42Q03",2452,"ST42Q03","Math Anxiety"
"1849","Massachusetts (USA)","Female","ST42Q03",892,"ST42Q03","Math Anxiety"
"1850","Massachusetts (USA)","Male","ST42Q03",831,"ST42Q03","Math Anxiety"
"1851","Mexico","Female","ST42Q03",17553,"ST42Q03","Math Anxiety"
"1852","Mexico","Male","ST42Q03",16253,"ST42Q03","Math Anxiety"
"1853","Montenegro","Female","ST42Q03",2373,"ST42Q03","Math Anxiety"
"1854","Montenegro","Male","ST42Q03",2371,"ST42Q03","Math Anxiety"
"1855","Netherlands","Female","ST42Q03",2145,"ST42Q03","Math Anxiety"
"1856","Netherlands","Male","ST42Q03",2315,"ST42Q03","Math Anxiety"
"1857","New Zealand","Female","ST42Q03",2131,"ST42Q03","Math Anxiety"
"1858","New Zealand","Male","ST42Q03",2160,"ST42Q03","Math Anxiety"
"1859","Norway","Female","ST42Q03",2291,"ST42Q03","Math Anxiety"
"1860","Norway","Male","ST42Q03",2395,"ST42Q03","Math Anxiety"
"1861","Perm(Russian Federation)","Female","ST42Q03",862,"ST42Q03","Math Anxiety"
"1862","Perm(Russian Federation)","Male","ST42Q03",899,"ST42Q03","Math Anxiety"
"1863","Peru","Female","ST42Q03",3118,"ST42Q03","Math Anxiety"
"1864","Peru","Male","ST42Q03",2917,"ST42Q03","Math Anxiety"
"1865","Poland","Female","ST42Q03",2388,"ST42Q03","Math Anxiety"
"1866","Poland","Male","ST42Q03",2219,"ST42Q03","Math Anxiety"
"1867","Portugal","Female","ST42Q03",2853,"ST42Q03","Math Anxiety"
"1868","Portugal","Male","ST42Q03",2869,"ST42Q03","Math Anxiety"
"1869","Qatar","Female","ST42Q03",5305,"ST42Q03","Math Anxiety"
"1870","Qatar","Male","ST42Q03",5661,"ST42Q03","Math Anxiety"
"1871","Romania","Female","ST42Q03",2572,"ST42Q03","Math Anxiety"
"1872","Romania","Male","ST42Q03",2502,"ST42Q03","Math Anxiety"
"1873","Russian Federation","Female","ST42Q03",2614,"ST42Q03","Math Anxiety"
